Event,title,composer,code
931-Mixed Chorus,Liebeslieder Walzer Op. 52 (German) (sing three from # 5  6  8  10  11  15  16  & 18) (piano  4-hands),Brahms/Shaw,
931-Mixed Chorus,Hallelujah Chorus (from Mount of Olives),Beethoven,
931-Mixed Chorus,Come Live with Me and Be My Love,Gilpin,
931-Mixed Chorus,Cantique de Jean Racine Op. 11 (French),Faure/Rutter,
931-Mixed Chorus,Fire In The Furnace,Kirby Shaw,
931-Mixed Chorus,Daa Naa Se,Raymond Wise,
931-Mixed Chorus,Down By the Sally Gardens,David Lantz III,
933-Tenor/Bass Chorus,Laudate Dominum,Charpentier/Hitchcock,
933-Tenor/Bass Chorus,O Susannah,Foster/Crutchfield,
933-Tenor/Bass Chorus,Praise His Holy Name,Keith Hampton,
935-Treble Chorus,Salmo 150,Aguiar/,
935-Treble Chorus,Dona Nobis Pacem,Fieriband,
935-Treble Chorus,Gloria in Excelsis Deo,Beerkey,
935-Treble Chorus,Igraj kolce,arr. Jakob Je,
935-Treble Chorus,Ah! si mon moine voulait danser!,arr. Patriquin,
935-Treble Chorus,Je le vous dirai,Pierre Certon/ Leavitt,
935-Treble Chorus,Oh Shenandoah,Ruth Elaine Schram,
935-Treble Chorus,Jubilate Deo,Emily Crocker,
935-Treble Chorus,Gloria from Mass No. 6,Gyorgy Orban,
935-Treble Chorus,Steal Away,Ruth Elaine Schram,
935-Treble Chorus,We Are the Voices,Jim Papoulis,
935-Treble Chorus,Tancuj  tancuj (SSAA),Anon. or Trad./Raichl,
935-Treble Chorus,Regina coeli (from Litanie della Madonna) (Latin),Haydn/Weber,
933-Tenor/Bass Chorus,Lil' Liza Jane,Arr. Jimmy Baas and Randy James,
933-Tenor/Bass Chorus,Lil' Liza Jane,LaChau,
933-Tenor/Bass Chorus,Festival Sanctus,V. Johnson,
933-Tenor/Bass Chorus,Every Time I Feel the Spirit,Anon. or Trad./Moore,
935-Treble Chorus,Deo Gracias (SSA) (hand drum),Leininger,
935-Treble Chorus,Pick a Bale o' Cotton,Charles Terhune,
935-Treble Chorus,Cripple Creek ,Arr. Emily Crocker,
935-Treble Chorus,Sing a New Song,Scott,
935-Treble Chorus,Music Down in My Soul,Moses Hogan,
935-Treble Chorus,Clap Your Hands,Council/ ,
935-Treble Chorus,Kyrie,Leavitt,
935-Treble Chorus,Children  Go Where I Send Thee,Trad./Franklin,
935-Treble Chorus,Plaisir d'Amour,Strommen,
935-Treble Chorus,Clap Your Hands,Tom Council ,
935-Treble Chorus,Stopping By Woods on a Snowy Evening,Kistler,
935-Treble Chorus,Will There Really Be a Morning,Johnson/ ,
931-Mixed Chorus,Wade in the Water,Hogan (Day),
931-Mixed Chorus,Nyon  Nyon, ,
931-Mixed Chorus,Rise Up In Festive Song (SAB) (opt hand drum & finger cymbals or triangle),Clereau/Liebergen,
931-Mixed Chorus,Xicochi xicochi conetzintle,Fernandes/Flores,
931-Mixed Chorus,So I'll Sing With My Voice,Argento,
931-Mixed Chorus,Non Nobis  Domine,Rosephanye Powell,
931-Mixed Chorus,Woodpecker No. 3 from Due North,Chatman,
931-Mixed Chorus,Nelly Bly,Stephen Foster/Halloran,
931-Mixed Chorus,Joshua Fit the Battle of Jericho,David Eddleman,
933-Tenor/Bass Chorus,Jambo,Harrison/Arr. Narverud,
933-Tenor/Bass Chorus,Shout For Joy,Davison/,
935-Treble Chorus,(a cry),Phillip Bernard,
935-Treble Chorus,Flowers of Flame,Bizet/Elkan,
935-Treble Chorus,Kafal Sviri,Lyondev,
935-Treble Chorus,Will There Really Be a Morning?,Hella Johnson,
935-Treble Chorus,I'm Gonna Sing Till the Spirit Moves In My Heart,Anon. or Trad./Hogan,
935-Treble Chorus,I'd Wed If I Were Not Too Young,Cunningham/ Trinkley,
935-Treble Chorus,For Thy Sweet Love  ,Young/ ,
935-Treble Chorus,Wolcum Yole (also pub separately),Britten/ ,
935-Treble Chorus,Antiphonal Kyrie (SA),Thrift,
935-Treble Chorus,Who Has Seen The Wind,Lon Beery/text by Christina Rossetti,
935-Treble Chorus,La Maumariee (J'entends le loup),French Trad./Arr. Jensen,
931-Mixed Chorus,How Can I keep From Singing,Tullock,
931-Mixed Chorus,Set Down Servant,Anon. or Trad./Emerson,
933-Tenor/Bass Chorus,That's Where My Money Goes,Leninger/Williams-Wimberley,
933-Tenor/Bass Chorus,Kyrie Eleison,Davison,
933-Tenor/Bass Chorus,This Train,Emerson,
933-Tenor/Bass Chorus,Goin' to Boston (with ,Brad Heckler,
933-Tenor/Bass Chorus,Going to Boston,Heckler,
933-Tenor/Bass Chorus,Rain Music,Larua Farnell ,
933-Tenor/Bass Chorus,Jamaica  Farewell!,arr. Nelson,
933-Tenor/Bass Chorus,On the Deep Blue Sea,Donnelly,
933-Tenor/Bass Chorus,Drive The River Down,Brad Printz,
935-Treble Chorus,A Quiet  Patient Spider,Kupferschmid,
935-Treble Chorus,Da Pacem Domine,Franck/ Arr. Crocker,
935-Treble Chorus,Gaudeamus Hodie,Mary Lynn Lightfoot,
935-Treble Chorus,The Ash Grove ,Earlene Rentz,
935-Treble Chorus,Rain Come Down,Kirchner,
935-Treble Chorus,Closer to the Flame,Boersma/Lantz,
935-Treble Chorus, Shady Grove (with The Cuckoo undefined,Anon. or Trad./Allsbrook/Goodin,
935-Treble Chorus,The Maiden, ,
935-Treble Chorus,The Drunken Sailor ,Crocker ,
935-Treble Chorus,Hello  Girls,Pfautsch/ ,
935-Treble Chorus,Song of the Wind,Joseph M. Martin,
935-Treble Chorus,Kyrie Canon (SA),Beck/ ,
935-Treble Chorus,River Song,Andy Beck,
935-Treble Chorus,He's Gone Away from Three Mountain Ballads,Traditional  arr. Nelson,
935-Treble Chorus,Fancie,Brittin,
931-Mixed Chorus,Let Us Sing,Maurice Gardner,
931-Mixed Chorus,Ave Maria (Latin),Victoria/Herder,
931-Mixed Chorus,And the Green Grass Grew ,Donald Moore,
931-Mixed Chorus,A Peaceful Kyrie, ,
931-Mixed Chorus,Choral Variations on Ah Holy Jesus (Mvts. 1  2  5),Petrich,
931-Mixed Chorus,Third selection not needed, ,
931-Mixed Chorus,Jenny Rebecca (SSATB),Hall/McElfresh,
931-Mixed Chorus,Battle Of Jericho,Mark Hayes,
931-Mixed Chorus,Keep Your Lamps Trimmed and Burnin',Arr. Greg Gilpin,
931-Mixed Chorus,Tambur (SATB),Anon. or Trad./Bardos,
933-Tenor/Bass Chorus,Black is the Color of My True Love's Hair,Johnson,
933-Tenor/Bass Chorus,Nesta Rua (from Five Latin American Folk Songs),Bruce Trinkley,
933-Tenor/Bass Chorus,An die Frauen (German) (TTB),Haydn/Vancil,
935-Treble Chorus,The Robin Is the One,Neil Ginsberg,
935-Treble Chorus,I Heard A Forest Praying,P. DeRose  Arr. by Stickles,
935-Treble Chorus,The Nightingale  ,Butler,
935-Treble Chorus,My True Love Has My Heart ,Butler ,
935-Treble Chorus,Spring Quiet ,Emily Crocker,
935-Treble Chorus,Bring Me Little Water  Silvy,Ledbetter/arr. Smiley,
935-Treble Chorus,Up Above My Head,Andrea Ramsey,
935-Treble Chorus,Joshua,Caldwell/Ivory,
935-Treble Chorus,Will There Really be a Morning,Johnson,
935-Treble Chorus,The Dove and the Maple Tree (SA) (Czech),Dvorak/ ,
935-Treble Chorus,Amid the Splendors of the Sun (SSAA),Page/ ,
935-Treble Chorus,Rondelay-oh,Savile/Carter,
935-Treble Chorus,Mein Feinslieb,Jeep,
935-Treble Chorus,Hello  Girls,Lloyd Pfautsch,
935-Treble Chorus,El cielo canta alegria!,Sosa/Bergs,
931-Mixed Chorus,Old Joe Clark,Anon. or Trad./Rentz,
931-Mixed Chorus,O Vos Omnes (Latin) (SAB),Estes,
933-Tenor/Bass Chorus,The Dawn's Awake!,Farnell,
933-Tenor/Bass Chorus,Pick a Bale of Cotton,Anon. or Trad./Bertaux,
933-Tenor/Bass Chorus,Aura Lee,Poulton & Crocker,
935-Treble Chorus,All Join Hands   (SSA),Anon. or Trad./Crocker,
935-Treble Chorus,Bee! I'm Expecting You,Diemer  Emma Lou,
935-Treble Chorus,Jamaica  Farewell!,Anon. or Trad./Nelson,
935-Treble Chorus,Sing With Pleasure,George Handel,
935-Treble Chorus,O Vos Omnes,Victoria/Robinson,
935-Treble Chorus,Wintersong,Snyder,
935-Treble Chorus,Hashivenu (sing version 2) (2 or 3 part canon),Anon. or Trad./Rao,
935-Treble Chorus,Amazing Grace/ Pachelbel's Canon,Shafferman,
935-Treble Chorus,The Lark in the Clear Air,Anon. or Trad./Delanoy,
935-Treble Chorus,Musica  Dei,Jerry Estes,
935-Treble Chorus,Your Friend Shall Be the Tall Wind,Sherri Porterfield,
931-Mixed Chorus,Wade In The Water,Moses Hogan,
931-Mixed Chorus,Come Thou Fount of Every Blessing,Gawthrop/ ,
931-Mixed Chorus,Stars I Shall Find,Johnson,
931-Mixed Chorus,Ah! si mon moine voulait danser,Patriquin,
931-Mixed Chorus,Dixit Dominus,Vivaldi/Pysh,
931-Mixed Chorus,Kyrie Eleison,Mozart  Wolfgang,
931-Mixed Chorus,Amani,Audrey Snyder,
931-Mixed Chorus,Twa Tanbou,Sydney Guillaume,
931-Mixed Chorus,O  My Luve's Like a Red  Red Rose,Dickau,
931-Mixed Chorus,Hine Ma Tov,Ginsberg,
933-Tenor/Bass Chorus,Yes Sir  That's My Baby  ,Donaldson/Hicks,
933-Tenor/Bass Chorus,Alleluia (TTB),Albrecht/ ,
933-Tenor/Bass Chorus,Alleluia  Sing Allelu,B. Talley,
933-Tenor/Bass Chorus,En Roulant (w/ hand drum) (baritone solo),Anon. or Trad./Pelletier,
933-Tenor/Bass Chorus,The River Sleeps,Lightfoot,
933-Tenor/Bass Chorus,Come Follow,Hilton,
933-Tenor/Bass Chorus,Da Pacem Domine,Frank/Goetze,
935-Treble Chorus,Dirait-on,Lauridsen,
935-Treble Chorus,On This Day Join the Singing,Leibergen,
935-Treble Chorus,Angels in Eternal Flight,Webdell,
935-Treble Chorus,Nevolia,Rachmaninoff,
935-Treble Chorus,Thirty Second Fa La La,Moore,
935-Treble Chorus,All Things Bright and Beautiful,Rutter/ ,
935-Treble Chorus,Chanson des Aiguilles (Song of the Seamstresses) (SSA),Saint-Saens/Galvan,
931-Mixed Chorus,Ubi Caritas,Schram,
933-Tenor/Bass Chorus,Three American Folksongs for Men's Voices-'Little Lena',Berg,
933-Tenor/Bass Chorus,Benedictus  ,Schram,
933-Tenor/Bass Chorus,Dona Nobis Pacem  from 'Three Latin Songs',Farnell/ ,
933-Tenor/Bass Chorus,Dona Nobis Pacem from Three Latin Songs,Farnell,
933-Tenor/Bass Chorus,Sinner Man,Eddelman,
935-Treble Chorus,Spring Comes Again,Vulpius/Whitford,
935-Treble Chorus,From Three Madrigals:  Sigh No More  Ladies  Sigh No More (SA),Diemer/ ,
935-Treble Chorus,Shenandoah,John Purifoy,
935-Treble Chorus,Shoo Fly,Crocker,
935-Treble Chorus,Dance of the One-Legged Sailor,Pierce/ ,
935-Treble Chorus,Kling Glockchen,Winebrener,
935-Treble Chorus,Der Gang zum Liebchen,Brahms,
935-Treble Chorus,Al Shlosha D'Varim (SA),Allan Naplan,
931-Mixed Chorus,Requiem Aeternum,Verdi,
931-Mixed Chorus,Cantate Domino (SATB),Hassler/Greyson,
931-Mixed Chorus,On My Journey Home,arr. Douma,
931-Mixed Chorus,Ticket To The Kingdom,Donald Moore,
931-Mixed Chorus,Gloria Alleluia ,Crocker,
931-Mixed Chorus,Begin  My Soul (SAATB),Anon. or Trad./Shaw/Parker,
931-Mixed Chorus,Veniki,F. Rubtsov,
931-Mixed Chorus,My Heart's In the Highlands,Moore/,
931-Mixed Chorus,Always Remember,Crouch/Ferdinand,
931-Mixed Chorus,Let Me Fly ,Rober DeCormier,
931-Mixed Chorus,Witness,Victor Johnson,
931-Mixed Chorus,Gloria I Excelsis Deo,Porterfield,
931-Mixed Chorus,The Battle of Jericho,Roger Emerson,
931-Mixed Chorus,Kyrie Eleison,Schram  Ruth Elaine,
931-Mixed Chorus,Sancta Maria  Mater Dei K. 273 (Latin) (keyboard or strings),Mozart/Blezzard,
931-Mixed Chorus,Winter,Z Randall Stroope,
931-Mixed Chorus,My Heart's In The Highlands,Schultz/ ,
933-Tenor/Bass Chorus,Two Lebeslieder Waltzes,Brahms,
933-Tenor/Bass Chorus,O-Yo-Yo,Hatfield,
935-Treble Chorus,Oye,Jim Papoulis,
935-Treble Chorus,Shady Grove,Carol Pyle,
935-Treble Chorus,Nothin Gonna Stumble My Feet ,Greg Gilpin,
935-Treble Chorus,Psalm 23: The Lord Is My Shepherd from Psalm Trilogy,Glick,
935-Treble Chorus,Crossing The Bar,Walker,
935-Treble Chorus,Didn't My Lord Deliver Daniel,Rentz,
935-Treble Chorus,Life's Loveliness,David Childs,
935-Treble Chorus,Alleluia,Sherri Porterfield,
935-Treble Chorus,The Kiss,Council,
935-Treble Chorus,Night Song,Lawrence Wittig,
935-Treble Chorus,Psalm Trilogy ,Glick,
935-Treble Chorus,Sing A Jubilant Song,Perry  Dave and Jean,
935-Treble Chorus,Rock Me To Sleep,Gilpin,
935-Treble Chorus,O Come  O Come  Emmanuel,Felciano/ ,
931-Mixed Chorus,Ave Maria ,Patrick Liebergen,
931-Mixed Chorus,Petit enfant (optional three-part mixed voices),Ruth Elaine Schram,
931-Mixed Chorus,Shoshone Love Song (3 part mixed),Emerson/,
931-Mixed Chorus,WIndy NIghts,Gray,
933-Tenor/Bass Chorus,I Think My Love so Fair,Farnell,
933-Tenor/Bass Chorus,Music's Echo,Greg Gilpin/,
933-Tenor/Bass Chorus,What Shall We Do With a Drunken Sailor,Ponce,
935-Treble Chorus,Circle 'Round the Moon,Hierholzer,
935-Treble Chorus,Dragonfly,Miller,
935-Treble Chorus,Keep Your Lamps Trimmed and Burning ,Glenda E. Franklin,
935-Treble Chorus,Tiger Tiger,Lightfoot,
935-Treble Chorus,Keep Your Lamps Trimmed And Burning,Glenda E. Franklin,
935-Treble Chorus,The River Sleeps Beneath The Sky,Lightfoot,
935-Treble Chorus,Waters Ripple and Flow,Slovakian Folk Song/Ruth Boshkoff,
935-Treble Chorus,LASCIA CH'IO PIANGA,DeLANOY,
935-Treble Chorus,LIghtning,Gilpin,
935-Treble Chorus,Deo Dicamus Gratias,Victor C. Johnson,
931-Mixed Chorus,Et in Terra Pax (3 part mixed),Lightfoot/ ,
931-Mixed Chorus,Yo Le Canto Todao El Dia,Bruner,
931-Mixed Chorus,Didn't My Lord Deliver Daniel,Anon. or Trad./Emerson,
933-Tenor/Bass Chorus,Three Latin Songs - II dona Nobis Pacem,Farnell/ ,
933-Tenor/Bass Chorus,Kuimba,Victor C. Johnson,
935-Treble Chorus,Dobru Noc,Slovakian Folk Song/Victor C. Johnson,
935-Treble Chorus,Birdsong,Read,
935-Treble Chorus,Cantar!,Jay Althouse,
935-Treble Chorus,Simple Gifts,Schram,
935-Treble Chorus,The Arrow And The Song,Matthews  Christopher ,
935-Treble Chorus,Shoshone Love Song,arr. Roger Emerson,
935-Treble Chorus,J'entend le moulin,Ellis,
935-Treble Chorus,Why I Sing ,G. Gilpin,
935-Treble Chorus,Will You Teach Me,Johnson,
935-Treble Chorus,A Festive Alleluia,Lightfoot/ ,
931-Mixed Chorus,Loveliest of Trees  ,Forsblad/ ,
931-Mixed Chorus,Kyrie,Klouse,
931-Mixed Chorus,Go 'Way from My Window,Niles,
931-Mixed Chorus,Old Joe Clark,Neil A. Johnson,
931-Mixed Chorus,The Water Is Wide,Hayes,
931-Mixed Chorus,When I Have Sung My Songs To You,Stroope,
931-Mixed Chorus,Do Lord  Remember Me,Moses Hogan,
933-Tenor/Bass Chorus,I Want to Be a Sailor,Martin  Joseph M,
933-Tenor/Bass Chorus,The Mustang,DeWitt,
933-Tenor/Bass Chorus,Hullabaloo Balay,Krunnfusz,
933-Tenor/Bass Chorus,I'm Bound Away ,Anon. or Trad./Patterson,
935-Treble Chorus,Sleep my Baby,Anon. or Trad./Rowley,
935-Treble Chorus,A Mexican Lullaby ,Neaum,
935-Treble Chorus,Il Yat Un Coq Qui Chante,Robinovitch,
935-Treble Chorus,I Never Saw A Moor  #2,Neil Ginsberg,
935-Treble Chorus,Come At Dawn from Three Spanish Ballads,Butler,
935-Treble Chorus,These Things Shall Never Die,Smith/Smith,
935-Treble Chorus,Et In Terra Pax ,M.L. Lightfoot,
935-Treble Chorus,Alleluia! Jubilate,Patrick Liebergen,
935-Treble Chorus,Keep Your Lamps Trimmed and Burnin',Trad./Gilpin,
935-Treble Chorus,Oh Little One,Shari Riley,
931-Mixed Chorus,Of Crows and Clusters,Dello Joio,
931-Mixed Chorus,O Magnum Mysterium,Antognini,
931-Mixed Chorus,Ave Verum,W.A. Mozart/W.S. Collins,
931-Mixed Chorus,Holy  Holy  Holy,Scubert/Patrick Liebergen,
931-Mixed Chorus,I Gondolierei,Rossini,
931-Mixed Chorus,Wade in the Water,Arr David Eddleman,
931-Mixed Chorus,Daniel  Daniel  Servant of the Lord,Undine Moore,
931-Mixed Chorus,Laudamus Te,Sonja Poorman,
931-Mixed Chorus,Shut de Do,Randy Stonehill,
931-Mixed Chorus,Gloria in Excelsis  ,Vivaldi/Herrmann,
931-Mixed Chorus,Jubilate Deo,Linda Steen Spevacek,
931-Mixed Chorus,The Falcon,Badarak,
931-Mixed Chorus,Nyon Nyon,Runestad  Jake,
931-Mixed Chorus,Lord God  We Worship Thee (SAB) (keyboard),Bach/Hopson,
931-Mixed Chorus,I Carry Your Heart With Me,Dickau,
933-Tenor/Bass Chorus,Black is the Color of My True Love's Hair (TBB),Folk Song/Hunt,
935-Treble Chorus,Across the Sea (Wasserfahrt),Mendelssohn,
935-Treble Chorus,Ah! Si mon moine voulait danser,Patriquin,
935-Treble Chorus,Sing a Jubilant Song,Perry  Dave and Jean,
935-Treble Chorus,Ave Maria,Forbes,
935-Treble Chorus,Rain Dance,Berta & Sonja Poorman,
935-Treble Chorus,Al Shlosha D'varim,Allan E. Naplan,
935-Treble Chorus,Sonatemi un balleto,Anon. or Trad./Gastoldi/Michaels,
935-Treble Chorus,All The Pretty Little Horses,Artmann,
935-Treble Chorus,Somewhere Above the Clouds,Schram/Frombach,
935-Treble Chorus,Summer Is A-Coming In (English) (4 part),Anon. or Trad./Terri,
935-Treble Chorus,Give Me a Kite,Andy Beck,
935-Treble Chorus,Hoj  Hura  Hoj,Otmar Macha,
931-Mixed Chorus,Sing We and Chant It,Thomas Morley,
931-Mixed Chorus,Amor de mi alma,Stroope  Z. Randall,
931-Mixed Chorus,Io son la primavera,Hawley,
931-Mixed Chorus,Al Tambor,Victor C. Johnson,
931-Mixed Chorus,We Sing of Spring (triangle & finger cymbals),Nelson/ ,
931-Mixed Chorus,Amore De Mi Alma (without piano) (SATB div),Stroope,
931-Mixed Chorus,Gaudete Omnes,Sweelinck,
931-Mixed Chorus,Hodie  Christus natus est,Willan,
931-Mixed Chorus,Scarborough Fair,Roger Emerson,
931-Mixed Chorus,How Long  O Lord (Wie Lang  O Gott) ,Orlando Di Lasso ,
931-Mixed Chorus,Dona Nobis Pacem ( from Mass in C),Mozart,
931-Mixed Chorus,Walk Together Children,Hogan,
931-Mixed Chorus,Saints Bound For Heaven,Parker / Shaw,
933-Tenor/Bass Chorus,Dulaman,McGlynn  Michael,
933-Tenor/Bass Chorus,Equus to the Fight from ,Julie Brazy,
933-Tenor/Bass Chorus,The Awakening  ,Martin,
933-Tenor/Bass Chorus,Joshua,Hughes,
933-Tenor/Bass Chorus,Cover Me With the Night ,Ramsey,
933-Tenor/Bass Chorus,Amor Vittorioso,Gasoldi/ Leininger,
935-Treble Chorus,Sonatemi Un Balletto  ,Gastoldi/Leininger,
935-Treble Chorus,I Could Not Let You Go,Mullholland,
935-Treble Chorus,This Indeed Is Music,Andrea Ramsey,
935-Treble Chorus,Ho-ja-ja  ho-ja-ja (SSAA),Macha/ ,
935-Treble Chorus,Kyrie,Anonymous,
935-Treble Chorus,Hexinleid,Mendelssohm,
935-Treble Chorus,In the Meadow,arr. Krone,
935-Treble Chorus,Brush Strokes,Joseph Martin,
935-Treble Chorus,Danny Boy (SSAA),Anon. or Trad./Duson,
935-Treble Chorus,Night Song  ,Wittig/ ,
935-Treble Chorus,Deo Gracias (from a Ceremony of Carols),Britten,
933-Tenor/Bass Chorus,Come Again  Sweet Love,Dowland,
933-Tenor/Bass Chorus,Ticket To The Kingdom,Donald Moore,
933-Tenor/Bass Chorus,Arirang,Lon Beery,
933-Tenor/Bass Chorus,Old Joe Clark,Old Joe Clark,
935-Treble Chorus,15. Going Down to Cairo (from Two-Part American Songs),Mark Williams,
935-Treble Chorus,Hush  My Babe,Koudelka,
935-Treble Chorus,Star LIght  Star Bright,DeWitt,
935-Treble Chorus,Follow the Drinking Gourd,Anon. or Trad./Crescenz,
935-Treble Chorus,Night Winds,Farnell/ ,
935-Treble Chorus,April Rainbow,Laura FArnell,
935-Treble Chorus,Goin' To Boston,JOhn Campbell,
935-Treble Chorus,The Juniper Tree,Kenneth Carter,
935-Treble Chorus,Lo Yisa Goy,Cavalier,
935-Treble Chorus,Au Clair de la Lune,Traditional/Crocker,
935-Treble Chorus,Paruparong Bukid,Martin Ellis/Henry Leck,
935-Treble Chorus,Gloria Canon ,Haydn / Donald Moore,
935-Treble Chorus,Madrigal for Christmas,Snyder,
935-Treble Chorus,Marchin' to Freedom,Rollo Dilworth,
935-Treble Chorus,Lullaby Carol,Eleanor Daley,
935-Treble Chorus,Metsa Telegram  ,Uno Naissoo,
935-Treble Chorus,How Can I Keep from Singing,Lowery/Crocker,
931-Mixed Chorus,I Shall See (SATB),Trotta/ ,
931-Mixed Chorus,Tres Cantos Nativos Dos Indios Krao,Leite,
931-Mixed Chorus,Alleluia: Incantations,McGlynn,
931-Mixed Chorus,Awake O North Wind from Wedding Cantata ,Daniel Pinkham,
931-Mixed Chorus,Goodbye  Then,Takach  Tim,
931-Mixed Chorus,Cantate Sing to the Lord  ,Leininger/ ,
931-Mixed Chorus,Es ist Verraten,Schumann,
931-Mixed Chorus,Merrily We Live,Este/Razey,
931-Mixed Chorus,Bysjan  bysjan lite ban,Havroy,
931-Mixed Chorus,Ecco  Quel Fiero Istante (Italian) (SAB) (3 clarinets),Mozart/Carl,
931-Mixed Chorus,Stars I Shall Find,Dickau,
931-Mixed Chorus,Ave Verum (Latin) (keyboard; strings opt),Mozart/Collins,
933-Tenor/Bass Chorus,Sea Fever ,Porterfield,
933-Tenor/Bass Chorus,Munoera (from Shona Mass),Lee Kesselman,
933-Tenor/Bass Chorus,Somagwaza (from Two South African Ceremonial Songs),Kaptein & Lyon,
933-Tenor/Bass Chorus,The Long Day Closes (POP),Sullivan/King's Singers,
933-Tenor/Bass Chorus,Avenging and Bright  ,Anon. or Trad./Parker,
933-Tenor/Bass Chorus,Jing-ga-lye-ya,Sledd,
933-Tenor/Bass Chorus,Hey  Ho! The Wind and the Rain (TTBB) (opt solo),Anon. or Trad./Grotenhuis,
935-Treble Chorus,Der Tanz ,Schubert/arr. Collins,
935-Treble Chorus,J'entends le moulin,Siret,
935-Treble Chorus,La Lluvia,Hatfield,
935-Treble Chorus,Mouth Music (drum),Keane/Faulkner,
935-Treble Chorus,Ask Me No More,Ruth Morris Gray,
935-Treble Chorus,Music in My Mother's House ,arr. J. David Moore,
935-Treble Chorus,Prayer of Peace,Tillen,
935-Treble Chorus,truth,Ramsey  Andrea,
935-Treble Chorus,Come Play With Me,Hays,
935-Treble Chorus,Heart  We Will Forget Him (SA),Hennagin/ ,
935-Treble Chorus,Koowu,Maryam Khoury,
933-Tenor/Bass Chorus,Rest Not (TB),Farnell,
933-Tenor/Bass Chorus,Who Threw the Overalls in Mrs. Murphy's Chowder,Anon./Follett,
933-Tenor/Bass Chorus,Hodie,Farnell,
933-Tenor/Bass Chorus,Dodi Li,Israeli Song/Rao,
933-Tenor/Bass Chorus,Come On  Boys,Bailey/ ,
933-Tenor/Bass Chorus,What Shall We Do With a Drunken Sailor,Gary Parks,
935-Treble Chorus,Duermete  Mi Corazon,Judith Herrington,
935-Treble Chorus,Chantez Alleluia!,Dave and Jean Perry,
935-Treble Chorus,Medieval Gloria,Singh/ ,
935-Treble Chorus,#15 Rocky Mountain (from Two-Part American Songs),Williams,
935-Treble Chorus,Alleluia! Jubilate!,Liebergen,
935-Treble Chorus,Ride Up and Join the Band!,Bray,
933-Tenor/Bass Chorus,Hallelujah for the Day!,Andrea Ramsey,
935-Treble Chorus,Little David  Play on Your Harp,Crocker,
935-Treble Chorus,Pick a Bale of Cotton,Anon. or Trad./Bertaux,
935-Treble Chorus,Ricevete (from Le Nozze di Figaro),Mozart/Liebergen,
935-Treble Chorus,Will You Walk a Little Faster,Carroll,
935-Treble Chorus,My Lord  What a Morning,arr. Schram,
935-Treble Chorus,The Garden of Music (SSA),Patterson/ ,
935-Treble Chorus,Oh Shenandoah,Schram,
935-Treble Chorus,Wade in the Water,Moses Hogan,
935-Treble Chorus,Je le Vous Diray,Russell Robinson,
935-Treble Chorus,Joshua! (Fit the Battle of Jericho),Shaw,
933-Tenor/Bass Chorus,Prayer,Tschaikowsky,
933-Tenor/Bass Chorus,The Shepherd's Spiritual,Trad.; Moore,
933-Tenor/Bass Chorus,The Coventry Carol,Patterson,
933-Tenor/Bass Chorus,Who Will Be A Witness ,Donald Moore ,
